frame,landmark_id,x,y,frame_width,frame_height
89,16,690,1084,1080,1920
89,17,613,1158,1080,1920
89,18,697,1145,1080,1920
89,19,636,1160,1080,1920
89,20,712,1145,1080,1920
89,21,635,1138,1080,1920
89,22,710,1128,1080,1920
89,23,596,1128,1080,1920
89,24,622,1123,1080,1920
89,25,624,1419,1080,1920
89,26,645,1444,1080,1920
89,27,603,1708,1080,1920
89,28,625,1781,1080,1920
89,29,574,1759,1080,1920
89,30,593,1840,1080,1920
89,31,710,1746,1080,1920
89,32,780,1841,1080,1920
90,0,703,603,1080,1920
90,1,687,581,1080,1920
90,2,683,580,1080,1920
90,3,679,579,1080,1920
90,4,687,580,1080,1920
90,5,684,579,1080,1920
90,6,681,578,1080,1920
90,7,647,587,1080,1920
90,8,652,586,1080,1920
90,9,689,626,1080,1920
90,10,689,624,1080,1920
90,11,588,710,1080,1920
90,12,623,685,1080,1920
90,13,573,916,1080,1920
90,14,627,901,1080,1920
90,15,612,1100,1080,1920
90,16,709,1083,1080,1920
90,17,614,1153,1080,1920
90,18,724,1143,1080,1920
90,19,630,1144,1080,1920
90,20,738,1144,1080,1920
90,21,630,1128,1080,1920
90,22,732,1127,1080,1920
90,23,592,1122,1080,1920
90,24,624,1117,1080,1920
90,25,624,1415,1080,1920
90,26,646,1444,1080,1920
90,27,603,1702,1080,1920
90,28,625,1782,1080,1920
90,29,573,1748,1080,1920
90,30,594,1840,1080,1920
90,31,710,1735,1080,1920
90,32,780,1840,1080,1920
91,0,703,602,1080,1920
91,1,687,579,1080,1920
91,2,683,579,1080,1920
91,3,679,578,1080,1920
91,4,687,578,1080,1920
91,5,684,577,1080,1920
91,6,681,576,1080,1920
91,7,647,586,1080,1920
91,8,652,584,1080,1920
91,9,689,625,1080,1920
91,10,689,622,1080,1920
91,11,587,710,1080,1920
91,12,624,685,1080,1920
91,13,578,915,1080,1920
91,14,635,901,1080,1920
91,15,610,1098,1080,1920
91,16,735,1082,1080,1920
91,17,621,1152,1080,1920
91,18,750,1142,1080,1920
91,19,642,1143,1080,1920
91,20,764,1142,1080,1920
91,21,641,1128,1080,1920
91,22,760,1124,1080,1920
91,23,592,1115,1080,1920
91,24,625,1110,1080,1920
91,25,624,1414,1080,1920
91,26,646,1443,1080,1920
91,27,604,1703,1080,1920
91,28,626,1783,1080,1920
91,29,575,1750,1080,1920
91,30,594,1840,1080,1920
91,31,710,1737,1080,1920
91,32,778,1841,1080,1920
92,0,703,601,1080,1920
92,1,687,578,1080,1920
92,2,683,578,1080,1920
92,3,679,577,1080,1920
92,4,687,577,1080,1920
92,5,684,576,1080,1920
92,6,680,575,1080,1920
92,7,647,585,1080,1920
92,8,652,584,1080,1920
92,9,689,623,1080,1920
92,10,689,620,1080,1920
92,11,588,710,1080,1920
92,12,624,684,1080,1920
92,13,587,917,1080,1920
92,14,641,900,1080,1920
92,15,653,1096,1080,1920
92,16,755,1077,1080,1920
92,17,672,1149,1080,1920
92,18,770,1134,1080,1920
92,19,686,1140,1080,1920
92,20,787,1129,1080,1920
92,21,684,1126,1080,1920
92,22,782,1112,1080,1920
92,23,592,1112,1080,1920
92,24,625,1102,1080,1920
92,25,625,1414,1080,1920
92,26,647,1444,1080,1920
92,27,609,1703,1080,1920
92,28,622,1787,1080,1920
92,29,581,1748,1080,1920
92,30,591,1840,1080,1920
92,31,725,1738,1080,1920
92,32,771,1842,1080,1920
93,0,703,601,1080,1920
93,1,687,579,1080,1920
93,2,683,579,1080,1920
93,3,679,578,1080,1920
93,4,687,578,1080,1920
93,5,684,577,1080,1920
93,6,680,576,1080,1920
93,7,647,585,1080,1920
93,8,652,584,1080,1920
93,9,689,624,1080,1920
93,10,689,621,1080,1920
93,11,588,715,1080,1920
93,12,625,684,1080,1920
93,13,598,922,1080,1920
93,14,648,899,1080,1920
93,15,675,1095,1080,1920
93,16,770,1072,1080,1920
93,17,696,1144,1080,1920
93,18,788,1125,1080,1920
93,19,717,1133,1080,1920
93,20,805,1118,1080,1920
93,21,708,1120,1080,1920
93,22,798,1102,1080,1920
93,23,592,1111,1080,1920
93,24,625,1101,1080,1920
93,25,631,1411,1080,1920
93,26,647,1444,1080,1920
93,27,617,1700,1080,1920
93,28,621,1787,1080,1920
93,29,592,1739,1080,1920
93,30,592,1840,1080,1920
93,31,740,1738,1080,1920
93,32,768,1842,1080,1920
94,0,703,602,1080,1920
94,1,686,580,1080,1920
94,2,683,579,1080,1920
94,3,679,579,1080,1920
94,4,687,578,1080,1920
94,5,684,577,1080,1920
94,6,680,576,1080,1920
94,7,647,586,1080,1920
94,8,653,584,1080,1920
94,9,689,624,1080,1920
94,10,688,621,1080,1920
94,11,588,717,1080,1920
94,12,625,685,1080,1920
94,13,606,927,1080,1920
94,14,653,900,1080,1920
94,15,689,1095,1080,1920
94,16,784,1067,1080,1920
94,17,716,1137,1080,1920
94,18,807,1117,1080,1920
94,19,731,1128,1080,1920
94,20,823,1109,1080,1920
94,21,725,1114,1080,1920
94,22,814,1095,1080,1920
94,23,593,1111,1080,1920
94,24,624,1101,1080,1920
94,25,637,1409,1080,1920
94,26,647,1444,1080,1920
94,27,623,1699,1080,1920
94,28,621,1787,1080,1920
94,29,599,1739,1080,1920
94,30,597,1840,1080,1920
94,31,748,1736,1080,1920
94,32,769,1838,1080,1920
95,0,703,603,1080,1920
95,1,687,580,1080,1920
95,2,683,580,1080,1920
95,3,679,580,1080,1920
95,4,687,579,1080,1920
95,5,684,578,1080,1920
95,6,680,577,1080,1920
95,7,647,586,1080,1920
95,8,653,584,1080,1920
95,9,689,625,1080,1920
95,10,689,621,1080,1920
95,11,589,719,1080,1920
95,12,625,686,1080,1920
95,13,610,931,1080,1920
95,14,659,902,1080,1920
95,15,699,1094,1080,1920
95,16,798,1065,1080,1920
95,17,725,1134,1080,1920
95,18,821,1112,1080,1920
95,19,747,1124,1080,1920
95,20,834,1104,1080,1920
95,21,741,1111,1080,1920
95,22,825,1091,1080,1920
95,23,594,1111,1080,1920
95,24,623,1102,1080,1920
95,25,641,1408,1080,1920
95,26,646,1444,1080,1920
95,27,626,1698,1080,1920
95,28,622,1787,1080,1920
95,29,604,1739,1080,1920
95,30,602,1841,1080,1920
95,31,752,1736,1080,1920
95,32,772,1836,1080,1920
96,0,704,603,1080,1920
96,1,688,581,1080,1920
96,2,684,581,1080,1920
96,3,680,581,1080,1920
96,4,688,580,1080,1920
96,5,685,579,1080,1920
96,6,681,578,1080,1920
96,7,647,586,1080,1920
96,8,653,584,1080,1920
96,9,690,626,1080,1920
96,10,689,623,1080,1920
96,11,591,723,1080,1920
96,12,625,690,1080,1920
96,13,625,938,1080,1920
96,14,663,905,1080,1920
96,15,719,1094,1080,1920
96,16,801,1064,1080,1920
96,17,747,1133,1080,1920
96,18,824,1110,1080,1920
96,19,768,1123,1080,1920
96,20,839,1101,1080,1920
96,21,756,1109,1080,1920
96,22,830,1088,1080,1920
96,23,596,1113,1080,1920
96,24,623,1104,1080,1920
96,25,641,1409,1080,1920
96,26,645,1446,1080,1920
96,27,626,1699,1080,1920
96,28,623,1787,1080,1920
96,29,604,1740,1080,1920
96,30,605,1842,1080,1920
96,31,752,1736,1080,1920
96,32,777,1837,1080,1920
97,0,704,604,1080,1920
97,1,688,581,1080,1920
97,2,684,581,1080,1920
97,3,680,581,1080,1920
97,4,688,580,1080,1920
97,5,685,579,1080,1920
97,6,681,578,1080,1920
97,7,647,587,1080,1920
97,8,653,584,1080,1920
97,9,690,626,1080,1920
97,10,689,623,1080,1920
97,11,591,724,1080,1920
97,12,625,691,1080,1920
97,13,621,944,1080,1920
97,14,664,910,1080,1920
97,15,712,1100,1080,1920
97,16,802,1064,1080,1920
97,17,742,1135,1080,1920
97,18,825,1109,1080,1920
97,19,756,1128,1080,1920
97,20,840,1101,1080,1920
97,21,749,1114,1080,1920
97,22,832,1088,1080,1920
97,23,596,1116,1080,1920
97,24,623,1107,1080,1920
97,25,641,1411,1080,1920
97,26,646,1448,1080,1920
97,27,628,1699,1080,1920
97,28,623,1792,1080,1920
97,29,605,1741,1080,1920
97,30,605,1846,1080,1920
97,31,755,1736,1080,1920
97,32,778,1839,1080,1920
98,0,704,605,1080,1920
98,1,688,582,1080,1920
98,2,685,582,1080,1920
98,3,681,582,1080,1920
98,4,688,581,1080,1920
98,5,685,580,1080,1920
98,6,682,579,1080,1920
98,7,648,587,1080,1920
98,8,654,585,1080,1920
98,9,690,628,1080,1920
98,10,689,625,1080,1920
98,11,591,726,1080,1920
98,12,624,693,1080,1920
98,13,618,947,1080,1920
98,14,663,912,1080,1920
98,15,702,1104,1080,1920
98,16,800,1064,1080,1920
98,17,730,1138,1080,1920
98,18,819,1110,1080,1920
98,19,746,1132,1080,1920
98,20,836,1102,1080,1920
98,21,741,1119,1080,1920
98,22,829,1089,1080,1920
98,23,597,1118,1080,1920
98,24,624,1108,1080,1920
98,25,641,1416,1080,1920
98,26,647,1449,1080,1920
98,27,630,1702,1080,1920
98,28,623,1792,1080,1920
98,29,608,1742,1080,1920
98,30,606,1847,1080,1920
98,31,759,1741,1080,1920
98,32,778,1841,1080,1920
99,0,704,606,1080,1920
99,1,689,583,1080,1920
99,2,685,583,1080,1920
99,3,681,583,1080,1920
99,4,689,581,1080,1920
99,5,685,581,1080,1920
99,6,682,580,1080,1920
99,7,648,588,1080,1920
99,8,654,585,1080,1920
99,9,690,629,1080,1920
99,10,689,626,1080,1920
99,11,590,726,1080,1920
99,12,624,693,1080,1920
99,13,616,944,1080,1920
99,14,660,912,1080,1920
99,15,697,1104,1080,1920
99,16,790,1066,1080,1920
99,17,725,1139,1080,1920
99,18,810,1114,1080,1920
99,19,737,1134,1080,1920
99,20,828,1106,1080,1920
99,21,734,1120,1080,1920
99,22,822,1092,1080,1920
99,23,597,1120,1080,1920
99,24,625,1109,1080,1920
99,25,643,1416,1080,1920
99,26,650,1450,1080,1920
99,27,631,1702,1080,1920
99,28,624,1792,1080,1920
99,29,610,1743,1080,1920
99,30,606,1846,1080,1920
99,31,761,1741,1080,1920
99,32,778,1841,1080,1920
100,0,704,606,1080,1920
100,1,689,584,1080,1920
100,2,685,584,1080,1920
100,3,681,583,1080,1920
100,4,689,582,1080,1920
100,5,685,581,1080,1920
100,6,682,580,1080,1920
100,7,648,588,1080,1920
100,8,654,585,1080,1920
100,9,690,629,1080,1920
100,10,689,626,1080,1920
100,11,590,726,1080,1920
100,12,623,693,1080,1920
100,13,615,943,1080,1920
100,14,658,912,1080,1920
100,15,693,1103,1080,1920
100,16,783,1071,1080,1920
100,17,720,1139,1080,1920
100,18,802,1124,1080,1920
100,19,736,1136,1080,1920
100,20,819,1118,1080,1920
100,21,732,1121,1080,1920
100,22,812,1102,1080,1920
100,23,598,1120,1080,1920
100,24,625,1109,1080,1920
100,25,644,1416,1080,1920
100,26,652,1450,1080,1920
100,27,630,1702,1080,1920
100,28,624,1792,1080,1920
100,29,609,1743,1080,1920
100,30,606,1846,1080,1920
100,31,760,1741,1080,1920
100,32,778,1840,1080,1920
101,0,704,607,1080,1920
101,1,689,584,1080,1920
101,2,685,584,1080,1920
101,3,681,584,1080,1920
101,4,689,582,1080,1920
101,5,685,582,1080,1920
101,6,682,581,1080,1920
101,7,648,588,1080,1920
101,8,654,586,1080,1920
101,9,690,630,1080,1920
101,10,689,627,1080,1920
101,11,590,726,1080,1920
101,12,623,694,1080,1920
101,13,608,943,1080,1920
101,14,655,912,1080,1920
101,15,682,1103,1080,1920
101,16,771,1077,1080,1920
101,17,688,1140,1080,1920
101,18,788,1134,1080,1920
101,19,717,1137,1080,1920
101,20,802,1129,1080,1920
101,21,715,1121,1080,1920
101,22,796,1112,1080,1920
101,23,598,1120,1080,1920
101,24,626,1110,1080,1920
101,25,644,1416,1080,1920
101,26,653,1449,1080,1920
101,27,630,1702,1080,1920
101,28,625,1791,1080,1920
101,29,608,1743,1080,1920
101,30,607,1846,1080,1920
101,31,759,1741,1080,1920
101,32,779,1838,1080,1920
102,0,704,607,1080,1920
102,1,689,584,1080,1920
102,2,685,584,1080,1920
102,3,681,584,1080,1920
102,4,688,582,1080,1920
102,5,685,582,1080,1920
102,6,682,581,1080,1920
102,7,648,588,1080,1920
102,8,653,586,1080,1920
102,9,690,630,1080,1920
102,10,689,627,1080,1920
102,11,590,725,1080,1920
102,12,623,694,1080,1920
102,13,602,938,1080,1920
102,14,649,912,1080,1920
102,15,660,1102,1080,1920
102,16,749,1082,1080,1920
102,17,669,1143,1080,1920
102,18,764,1141,1080,1920
102,19,699,1140,1080,1920
102,20,778,1139,1080,1920
102,21,694,1124,1080,1920
102,22,774,1121,1080,1920
102,23,598,1120,1080,1920
102,24,627,1110,1080,1920
102,25,642,1416,1080,1920
102,26,653,1449,1080,1920
102,27,630,1702,1080,1920
102,28,627,1790,1080,1920
102,29,607,1744,1080,1920
102,30,608,1846,1080,1920
102,31,758,1740,1080,1920
102,32,780,1836,1080,1920
103,0,704,606,1080,1920
103,1,688,584,1080,1920
103,2,685,584,1080,1920
103,3,681,584,1080,1920
103,4,688,582,1080,1920
103,5,685,582,1080,1920
103,6,682,581,1080,1920
103,7,648,588,1080,1920
103,8,653,586,1080,1920
103,9,690,629,1080,1920
103,10,689,627,1080,1920
103,11,590,723,1080,1920
103,12,623,694,1080,1920
103,13,594,934,1080,1920
103,14,640,912,1080,1920
103,15,645,1102,1080,1920
103,16,723,1083,1080,1920
103,17,655,1144,1080,1920
103,18,734,1142,1080,1920
103,19,680,1141,1080,1920
103,20,750,1140,1080,1920
103,21,677,1124,1080,1920
103,22,747,1122,1080,1920
103,23,598,1120,1080,1920
103,24,626,1110,1080,1920
103,25,642,1416,1080,1920
103,26,655,1448,1080,1920
103,27,629,1702,1080,1920
103,28,628,1789,1080,1920
103,29,607,1744,1080,1920
103,30,609,1846,1080,1920
103,31,757,1738,1080,1920
103,32,782,1834,1080,1920
104,0,704,605,1080,1920
104,1,688,583,1080,1920
104,2,684,583,1080,1920
104,3,680,583,1080,1920
104,4,688,582,1080,1920
104,5,685,581,1080,1920
104,6,681,580,1080,1920
104,7,647,587,1080,1920
104,8,653,585,1080,1920
104,9,690,628,1080,1920
104,10,689,625,1080,1920
104,11,590,719,1080,1920
104,12,623,692,1080,1920
104,13,581,928,1080,1920
104,14,629,911,1080,1920
104,15,626,1102,1080,1920
104,16,699,1084,1080,1920
104,17,627,1150,1080,1920
104,18,710,1144,1080,1920
104,19,657,1147,1080,1920
104,20,724,1142,1080,1920
104,21,656,1126,1080,1920
104,22,721,1123,1080,1920
104,23,597,1120,1080,1920
104,24,625,1111,1080,1920
104,25,641,1416,1080,1920
104,26,655,1448,1080,1920
104,27,628,1702,1080,1920
104,28,628,1788,1080,1920
104,29,606,1744,1080,1920
104,30,609,1846,1080,1920
104,31,757,1736,1080,1920
104,32,782,1832,1080,1920
105,0,703,605,1080,1920
105,1,687,583,1080,1920
105,2,683,583,1080,1920
105,3,679,582,1080,1920
105,4,687,581,1080,1920
105,5,684,581,1080,1920
105,6,681,580,1080,1920
105,7,647,587,1080,1920
105,8,653,585,1080,1920
105,9,689,628,1080,1920
105,10,689,625,1080,1920
105,11,587,716,1080,1920
105,12,623,690,1080,1920
105,13,573,924,1080,1920
105,14,623,911,1080,1920
105,15,612,1102,1080,1920
105,16,682,1086,1080,1920
105,17,617,1154,1080,1920
105,18,691,1146,1080,1920
105,19,639,1152,1080,1920
105,20,704,1144,1080,1920
105,21,639,1130,1080,1920
105,22,700,1127,1080,1920
105,23,596,1120,1080,1920
105,24,624,1112,1080,1920
105,25,641,1416,1080,1920
105,26,655,1448,1080,1920
105,27,628,1699,1080,1920
105,28,628,1786,1080,1920
105,29,606,1743,1080,1920
105,30,608,1846,1080,1920
105,31,756,1736,1080,1920
105,32,781,1831,1080,1920
106,0,703,605,1080,1920
106,1,686,583,1080,1920
106,2,682,583,1080,1920
106,3,679,582,1080,1920
106,4,686,581,1080,1920
106,5,683,581,1080,1920
106,6,680,580,1080,1920
106,7,647,587,1080,1920
106,8,653,585,1080,1920
106,9,689,628,1080,1920
106,10,689,624,1080,1920
106,11,587,713,1080,1920
106,12,624,688,1080,1920
106,13,574,921,1080,1920
106,14,621,911,1080,1920
106,15,608,1100,1080,1920
106,16,669,1087,1080,1920
106,17,612,1155,1080,1920
106,18,675,1148,1080,1920
106,19,630,1154,1080,1920
106,20,686,1147,1080,1920
106,21,631,1130,1080,1920
106,22,685,1129,1080,1920
106,23,596,1119,1080,1920
106,24,625,1112,1080,1920
106,25,641,1415,1080,1920
106,26,655,1447,1080,1920
106,27,628,1696,1080,1920
106,28,627,1785,1080,1920
106,29,604,1738,1080,1920
106,30,608,1846,1080,1920
106,31,754,1735,1080,1920
106,32,778,1832,1080,1920
107,0,702,605,1080,1920
107,1,686,583,1080,1920
107,2,682,583,1080,1920
107,3,678,582,1080,1920
107,4,686,581,1080,1920
107,5,683,581,1080,1920
107,6,679,580,1080,1920
107,7,647,587,1080,1920
107,8,653,585,1080,1920
107,9,689,628,1080,1920
107,10,688,624,1080,1920
107,11,588,712,1080,1920
107,12,624,688,1080,1920
107,13,573,918,1080,1920
107,14,617,911,1080,1920
107,15,606,1090,1080,1920
107,16,657,1086,1080,1920
107,17,611,1153,1080,1920
107,18,660,1148,1080,1920
107,19,627,1153,1080,1920
107,20,671,1146,1080,1920
107,21,629,1130,1080,1920
107,22,671,1129,1080,1920
107,23,595,1118,1080,1920
107,24,624,1112,1080,1920
107,25,641,1415,1080,1920
107,26,655,1446,1080,1920
107,27,627,1696,1080,1920
107,28,627,1785,1080,1920
107,29,604,1738,1080,1920
107,30,607,1846,1080,1920
107,31,753,1735,1080,1920
107,32,777,1831,1080,1920
108,0,702,605,1080,1920
108,1,686,583,1080,1920
108,2,682,583,1080,1920
108,3,678,582,1080,1920
108,4,686,581,1080,1920
108,5,682,581,1080,1920
108,6,679,580,1080,1920
108,7,647,587,1080,1920
108,8,653,585,1080,1920
108,9,689,628,1080,1920
108,10,688,624,1080,1920
108,11,589,711,1080,1920
108,12,624,687,1080,1920
108,13,573,918,1080,1920
108,14,616,910,1080,1920
108,15,609,1086,1080,1920
108,16,653,1086,1080,1920
108,17,615,1152,1080,1920
108,18,657,1147,1080,1920
108,19,631,1153,1080,1920
108,20,669,1145,1080,1920
108,21,631,1129,1080,1920
108,22,668,1128,1080,1920
108,23,595,1118,1080,1920
108,24,622,1112,1080,1920
108,25,641,1415,1080,1920
108,26,654,1446,1080,1920
108,27,629,1696,1080,1920
108,28,627,1786,1080,1920
108,29,605,1739,1080,1920
108,30,607,1846,1080,1920
108,31,754,1736,1080,1920
108,32,779,1835,1080,1920
109,0,702,605,1080,1920
109,1,686,582,1080,1920
109,2,682,582,1080,1920
109,3,678,582,1080,1920
109,4,686,581,1080,1920
109,5,682,580,1080,1920
109,6,679,579,1080,1920
109,7,647,587,1080,1920
109,8,653,585,1080,1920
109,9,689,627,1080,1920
109,10,688,624,1080,1920
109,11,589,710,1080,1920
109,12,625,686,1080,1920
109,13,574,916,1080,1920
109,14,616,910,1080,1920
109,15,610,1086,1080,1920
109,16,658,1086,1080,1920
109,17,616,1152,1080,1920
109,18,664,1147,1080,1920
109,19,632,1152,1080,1920
109,20,675,1146,1080,1920
109,21,631,1129,1080,1920
109,22,673,1129,1080,1920
109,23,593,1117,1080,1920
109,24,617,1112,1080,1920
109,25,641,1413,1080,1920
109,26,654,1446,1080,1920
109,27,630,1696,1080,1920
109,28,627,1786,1080,1920
109,29,606,1739,1080,1920
109,30,607,1846,1080,1920
109,31,755,1735,1080,1920
109,32,782,1840,1080,1920
110,0,702,604,1080,1920
110,1,685,582,1080,1920
110,2,682,581,1080,1920
110,3,678,581,1080,1920
110,4,685,580,1080,1920
110,5,682,580,1080,1920
110,6,679,579,1080,1920
110,7,647,586,1080,1920
110,8,652,585,1080,1920
110,9,689,626,1080,1920
110,10,688,624,1080,1920
110,11,591,710,1080,1920
110,12,625,686,1080,1920
110,13,574,914,1080,1920
110,14,617,906,1080,1920
110,15,613,1084,1080,1920
110,16,667,1084,1080,1920
110,17,619,1147,1080,1920
110,18,672,1146,1080,1920
110,19,637,1148,1080,1920
110,20,683,1145,1080,1920
110,21,635,1126,1080,1920
110,22,682,1127,1080,1920
110,23,593,1115,1080,1920
110,24,614,1110,1080,1920
110,25,643,1411,1080,1920
110,26,654,1446,1080,1920
110,27,630,1696,1080,1920
110,28,627,1787,1080,1920
110,29,607,1739,1080,1920
110,30,607,1846,1080,1920
110,31,756,1738,1080,1920
110,32,785,1846,1080,1920
111,0,702,604,1080,1920
111,1,685,582,1080,1920
111,2,682,582,1080,1920
111,3,678,582,1080,1920
111,4,685,581,1080,1920
111,5,682,581,1080,1920
111,6,678,580,1080,1920
111,7,647,588,1080,1920
111,8,652,586,1080,1920
111,9,689,627,1080,1920
111,10,688,624,1080,1920
111,11,597,710,1080,1920
111,12,624,687,1080,1920
111,13,593,914,1080,1920
111,14,624,906,1080,1920
111,15,639,1084,1080,1920
111,16,695,1084,1080,1920
111,17,645,1139,1080,1920
111,18,709,1144,1080,1920
111,19,661,1141,1080,1920
111,20,719,1143,1080,1920
111,21,659,1123,1080,1920
111,22,713,1124,1080,1920
111,23,593,1109,1080,1920
111,24,605,1105,1080,1920
111,25,650,1406,1080,1920
111,26,656,1434,1080,1920
111,27,632,1697,1080,1920
111,28,627,1782,1080,1920
111,29,608,1741,1080,1920
111,30,607,1844,1080,1920
111,31,767,1743,1080,1920
111,32,790,1847,1080,1920
112,0,702,606,1080,1920
112,1,685,585,1080,1920
112,2,682,585,1080,1920
112,3,678,585,1080,1920
112,4,684,584,1080,1920
112,5,681,583,1080,1920
112,6,677,583,1080,1920
112,7,647,591,1080,1920
112,8,651,589,1080,1920
112,9,689,628,1080,1920
112,10,688,626,1080,1920
112,11,600,714,1080,1920
112,12,622,688,1080,1920
112,13,615,924,1080,1920
112,14,646,906,1080,1920
112,15,691,1084,1080,1920
112,16,741,1083,1080,1920
112,17,714,1139,1080,1920
112,18,759,1139,1080,1920
112,19,724,1140,1080,1920
112,20,772,1134,1080,1920
112,21,719,1120,1080,1920
112,22,764,1118,1080,1920
112,23,593,1106,1080,1920
112,24,594,1099,1080,1920
112,25,658,1403,1080,1920
112,26,664,1425,1080,1920
112,27,632,1708,1080,1920
112,28,629,1783,1080,1920
112,29,608,1756,1080,1920
112,30,606,1845,1080,1920
112,31,768,1755,1080,1920
112,32,798,1857,1080,1920
113,0,702,607,1080,1920
113,1,685,586,1080,1920
113,2,682,587,1080,1920
113,3,678,587,1080,1920
113,4,684,585,1080,1920
113,5,681,584,1080,1920
113,6,677,584,1080,1920
113,7,646,594,1080,1920
113,8,650,591,1080,1920
113,9,689,631,1080,1920
113,10,688,628,1080,1920
113,11,603,723,1080,1920
113,12,620,697,1080,1920
113,13,642,930,1080,1920
113,14,669,906,1080,1920
113,15,738,1077,1080,1920
113,16,794,1072,1080,1920
113,17,766,1113,1080,1920
113,18,820,1114,1080,1920
113,19,779,1111,1080,1920
113,20,828,1110,1080,1920
113,21,764,1100,1080,1920
113,22,818,1098,1080,1920
113,23,589,1108,1080,1920
113,24,581,1105,1080,1920
113,25,669,1399,1080,1920
113,26,672,1426,1080,1920
113,27,636,1708,1080,1920
113,28,629,1785,1080,1920
113,29,611,1751,1080,1920
113,30,606,1845,1080,1920
113,31,767,1754,1080,1920
113,32,789,1857,1080,1920
114,0,702,616,1080,1920
114,1,685,595,1080,1920
114,2,682,595,1080,1920
114,3,678,595,1080,1920
114,4,684,593,1080,1920
114,5,681,592,1080,1920
114,6,677,591,1080,1920
114,7,646,602,1080,1920
114,8,650,598,1080,1920
114,9,689,642,1080,1920
114,10,688,638,1080,1920
114,11,600,740,1080,1920
114,12,620,705,1080,1920
114,13,637,952,1080,1920
114,14,695,906,1080,1920
114,15,751,1072,1080,1920
114,16,847,1059,1080,1920
114,17,780,1100,1080,1920
114,18,877,1092,1080,1920
114,19,796,1094,1080,1920
114,20,881,1089,1080,1920
114,21,789,1082,1080,1920
114,22,870,1080,1080,1920
114,23,577,1114,1080,1920
114,24,572,1111,1080,1920
114,25,677,1399,1080,1920
114,26,687,1427,1080,1920
114,27,637,1711,1080,1920
114,28,628,1783,1080,1920
114,29,611,1755,1080,1920
114,30,601,1842,1080,1920
114,31,769,1760,1080,1920
114,32,775,1856,1080,1920
115,0,702,638,1080,1920
115,1,685,615,1080,1920
115,2,682,615,1080,1920
115,3,678,614,1080,1920
115,4,685,613,1080,1920
115,5,681,611,1080,1920
115,6,677,610,1080,1920
115,7,645,616,1080,1920
115,8,650,613,1080,1920
115,9,689,660,1080,1920
115,10,688,657,1080,1920
115,11,596,756,1080,1920
115,12,621,718,1080,1920
115,13,646,958,1080,1920
115,14,722,908,1080,1920
115,15,783,1052,1080,1920
115,16,886,1033,1080,1920
115,17,823,1064,1080,1920
115,18,915,1056,1080,1920
115,19,830,1058,1080,1920
115,20,917,1051,1080,1920
115,21,821,1052,1080,1920
115,22,907,1046,1080,1920
115,23,569,1121,1080,1920
115,24,564,1119,1080,1920
115,25,684,1400,1080,1920
115,26,701,1427,1080,1920
115,27,638,1711,1080,1920
115,28,628,1783,1080,1920
115,29,611,1754,1080,1920
115,30,599,1840,1080,1920
115,31,769,1759,1080,1920
115,32,769,1856,1080,1920
116,0,702,653,1080,1920
116,1,685,628,1080,1920
116,2,681,628,1080,1920
116,3,677,627,1080,1920
116,4,685,626,1080,1920
116,5,682,625,1080,1920
116,6,678,623,1080,1920
116,7,645,632,1080,1920
116,8,651,630,1080,1920
116,9,688,674,1080,1920
116,10,688,671,1080,1920
116,11,594,775,1080,1920
116,12,622,734,1080,1920
116,13,671,962,1080,1920
116,14,739,910,1080,1920
116,15,840,1028,1080,1920
116,16,916,999,1080,1920
116,17,876,1039,1080,1920
116,18,950,1024,1080,1920
116,19,887,1030,1080,1920
116,20,949,1020,1080,1920
116,21,878,1025,1080,1920
116,22,939,1013,1080,1920
116,23,561,1139,1080,1920
116,24,557,1139,1080,1920
116,25,695,1404,1080,1920
116,26,710,1434,1080,1920
116,27,639,1711,1080,1920
116,28,629,1793,1080,1920
116,29,609,1754,1080,1920
116,30,600,1842,1080,1920
116,31,766,1758,1080,1920
116,32,770,1855,1080,1920
117,0,703,664,1080,1920
117,1,687,641,1080,1920
117,2,683,641,1080,1920
117,3,679,640,1080,1920
117,4,687,639,1080,1920
117,5,684,638,1080,1920
117,6,680,636,1080,1920
117,7,647,647,1080,1920
117,8,653,644,1080,1920
117,9,689,686,1080,1920
117,10,689,683,1080,1920
117,11,596,793,1080,1920
117,12,624,749,1080,1920
117,13,684,982,1080,1920
117,14,754,910,1080,1920
117,15,865,1022,1080,1920
117,16,932,982,1080,1920
117,17,905,1024,1080,1920
117,18,964,998,1080,1920
117,19,913,1016,1080,1920
117,20,961,993,1080,1920
117,21,903,1016,1080,1920
117,22,951,990,1080,1920
117,23,560,1160,1080,1920
117,24,545,1162,1080,1920
117,25,720,1411,1080,1920
117,26,725,1440,1080,1920
117,27,647,1714,1080,1920
117,28,633,1798,1080,1920
117,29,612,1755,1080,1920
117,30,600,1845,1080,1920
117,31,768,1759,1080,1920
117,32,794,1867,1080,1920
118,0,707,689,1080,1920
118,1,690,666,1080,1920
118,2,686,666,1080,1920
118,3,682,666,1080,1920
118,4,691,664,1080,1920
118,5,688,663,1080,1920
118,6,684,661,1080,1920
118,7,651,673,1080,1920
118,8,656,670,1080,1920
118,9,693,710,1080,1920
118,10,693,707,1080,1920
118,11,596,822,1080,1920
118,12,627,771,1080,1920
118,13,694,999,1080,1920
118,14,771,910,1080,1920
118,15,874,1005,1080,1920
118,16,951,952,1080,1920
118,17,903,979,1080,1920
118,18,986,957,1080,1920
118,19,913,971,1080,1920
